Accession,Pangolin,Length,Country,Collection_Date,Year,Month,Day
ON583000,AY.4,29803,Brazil,2021-12-02,2021,12,2
ON583008,AY.3,29625,Brazil,2021-12-14,2021,12,14
ON583083,AY.36,29795,Brazil,2021-12-09,2021,12,9
ON583088,AY.47,29786,Brazil,2021-12-02,2021,12,2
ON583189,BA.1.14.2,29780,Brazil,2021-12-20,2021,12,20
ON583206,AY.43.1,29803,Brazil,2021-12-14,2021,12,14
ON583215,AY.43.7,29795,Brazil,2021-12-03,2021,12,3
ON583280,AY.4.2,29788,Brazil,2021-12-09,2021,12,9
ON583291,AY.4.2.2,29794,Brazil,2021-12-02,2021,12,2
ON583299,B.1.617.2,29803,Brazil,2021-12-07,2021,12,7
ON583365,AY.39,29796,Brazil,2021-12-07,2021,12,7
ON583409,AY.126,29791,Brazil,2021-12-11,2021,12,11
ON583455,AY.25,29816,Brazil,2021-12-09,2021,12,9
ON583483,P.1,29824,Brazil,2021-12-13,2021,12,13
ON583525,AY.119.2,29797,Brazil,2021-12-13,2021,12,13
ON583553,AY.103,29814,Brazil,2021-12-10,2021,12,10
ON583561,BA.1.17.2,29805,Brazil,2021-12-14,2021,12,14
ON583611,BA.1.1.1,29799,Brazil,2021-12-04,2021,12,4
ON583648,AY.118,29804,Brazil,2021-12-06,2021,12,6
ON148312,P.1,29843,Brazil,2021-04-14,2021,4,14
OL989071,B.1.1,29903,Brazil,2021-02-01,2021,2,1
MW435551,B.1.1.28,29837,Brazil,2020-04-21,2020,4,21
MW495005,B.1.1.33,29887,Brazil,2020-03-16,2020,3,16
MZ477762,B.1.1.7,29724,Brazil,2021-03-03,2021,3,3
MZ477764,P.1,29737,Brazil,2021-03-05,2021,3,5
MZ477786,B.1.1.7,29724,Brazil,2021-04-10,2021,4,10
MZ477788,P.2,29865,Brazil,2021-04-09,2021,4,9
MZ477859,B.1.1.33,29783,Brazil,2020-06-04,2020,6,4
MZ419858,B.1,29903,Brazil,2020-05-05,2020,5,5
MZ419863,B,29903,Brazil,2020-04-22,2020,4,22
MZ419874,B.1.1.33,29888,Brazil,2020-05-14,2020,5,14
MZ477745,P.2,29744,Brazil,2021-03-03,2021,3,3
MZ191508,N.9,29870,Brazil,2020-12-09,2020,12,9
MZ264787,P.1,29866,Brazil,2020-12-21,2020,12,21
MZ169911,P.1.14,29903,Brazil,2021-02-19,2021,2,19
MZ169912,P.2,29903,Brazil,2021-02-26,2021,2,26
MT835383,B.1,29858,Brazil,2020-07-20,2020,7,20
MT738173,B.1.1.28,29873,Brazil,2020-03-20,2020,3,20
MT350282,B,29903,Brazil,2020-03-18,2020,3,18
MT126808,B,29876,Brazil,2020-02-28,2020,2,28
OM146070,P.1,29798,Chile,2021-08-08,2021,8,8
OM146071,P.1.15,29819,Chile,2021-08-08,2021,8,8
OM146079,C.37,29789,Chile,2021-08-06,2021,8,6
OM146084,P.1,29809,Chile,2021-09-21,2021,9,21
OM146091,AY.122.4,29814,Chile,2021-09-24,2021,9,24
OM146095,AY.101,29814,Chile,2021-09-26,2021,9,26
OM146096,AY.25.1,29813,Chile,2021-09-26,2021,9,26
OM146263,AY.25.1,29803,Chile,2021-10-12,2021,10,12
OM146266,AY.122.4,29813,Chile,2021-10-14,2021,10,14
OM146267,AY.100,29806,Chile,2021-10-11,2021,10,11
OM146269,AY.122,29811,Chile,2021-10-14,2021,10,14
OM146271,B.1.617.2,29811,Chile,2021-10-18,2021,10,18
OM146298,AY.43.3,29813,Chile,2021-10-21,2021,10,21
OM146357,AY.43.3,29811,Chile,2021-11-02,2021,11,2
OM146362,AY.25.1,29803,Chile,2021-11-04,2021,11,4
OM146376,AY.101,29802,Chile,2021-11-06,2021,11,6
OM146377,AY.100,29813,Chile,2021-11-06,2021,11,6
OM146381,AY.102,29808,Chile,2021-11-06,2021,11,6
OM146395,AY.43,29800,Chile,2021-11-07,2021,11,7
OM146422,AY.119.1,29803,Chile,2021-11-12,2021,11,12
OM146441,AY.122,29831,Chile,2021-11-19,2021,11,19
OM146448,AY.122.4,29801,Chile,2021-11-26,2021,11,26
OM146459,AY.43.3,29808,Chile,2021-12-04,2021,12,4
OM146460,AY.122.4,29803,Chile,2021-12-04,2021,12,4
OM146464,AY.25.1,29803,Chile,2021-12-04,2021,12,4
OM146467,AY.122,29807,Chile,2021-12-04,2021,12,4
MW672138,B.1.1,29724,Chile,2020-06-08,2020,6,8
MW672139,C.26,29724,Chile,2020-06-08,2020,6,8
MW672140,B.1.1.33,29715,Chile,2020-06-08,2020,6,8
MW672141,B.1,29726,Chile,2020-06-08,2020,6,8
MW672145,N.4,29739,Chile,2020-06-08,2020,6,8
MW672150,N.6,29717,Chile,2020-06-08,2020,6,8
MW672165,B.1.110,29724,Chile,2020-06-08,2020,6,8
MW364964,B.1.110,29717,Chile,2020-03-29,2020,3,29
MW364965,B.1.1,29714,Chile,2020-04-23,2020,4,23
MW364967,B.1.415,29716,Chile,2020-03-16,2020,3,16
MW364969,B.1,29724,Chile,2020-05-06,2020,5,6
MW364970,B.1,29705,Chile,2020-04-30,2020,4,30
MW364986,B.1.110,29704,Chile,2020-04-04,2020,4,4
MW364996,B.1.1.33,29717,Chile,2020-04-06,2020,4,6
MW365009,B.1.1.33,29710,Chile,2020-05-13,2020,5,13
MW365012,N.6,29707,Chile,2020-05-12,2020,5,12
MW365014,B.1.1,29714,Chile,2020-05-12,2020,5,12
MW365021,B.1.110,29717,Chile,2020-05-13,2020,5,13
MW365031,N.4,29715,Chile,2020-05-12,2020,5,12
MW365034,C.26,29723,Chile,2020-05-12,2020,5,12
MW365039,B.1.199,29709,Chile,2020-05-12,2020,5,12
MW365090,N.6,29716,Chile,2020-04-30,2020,4,30
MW365124,B.1.1,29717,Chile,2020-03-30,2020,3,30
MW365139,B.1,29722,Chile,2020-03-31,2020,3,31
MW365145,B.1.1.33,29716,Chile,2020-03-30,2020,3,30
MW365193,B.1.321,29723,Chile,2020-03-20,2020,3,20
MW365195,A.2,29717,Chile,2020-03-19,2020,3,19
MW365225,B.1.110.1,29724,Chile,2020-03-18,2020,3,18
MW365229,B.31,29718,Chile,2020-03-18,2020,3,18
MW365234,N.4,29730,Chile,2020-04-28,2020,4,28
MT670015,A,29782,Chile,2020-03-12,2020,3,12
MT670021,B.1.111,29782,Chile,2020-03-21,2020,3,21
MZ359830,B.4,29800,Iran,2020-04-28,2020,4,28
MZ314342,B.1.1,29786,Iran,2020-12-05,2020,12,5
MZ314345,B.1.36.7,29795,Iran,2020-10-10,2020,10,10
MZ314348,B.1.36.8,29784,Iran,2020-09-25,2020,9,25
MW737421,B.35,29816,Iran,2020-02-11,2020,2,11
MT994849,B.4.6,29819,Iran,2020-05-01,2020,5,1
MT994286,B.4,29794,Iran,2020-05-01,2020,5,1
MT889692,B.1.210,29800,Iran,2020-05-01,2020,5,1
MT447177,B.4,29793,Iran,2020-03-26,2020,3,26
